site_name,address,city,long,lat,county
Letrieu Circle K 1,398 1st St,Gilroy,-121.57677,37.013336,Santa Clara
MERCADO CALIFORNIA,5302 Monterey Hwy,San Jose,-121.80794,37.259113,Santa Clara
SAFEWAY 0316,179 Branham Ln,San Jose,-121.83308,37.266068,Santa Clara
Alum Rock Market / Mi Ranchito  Produce,2243 Alum Rock Ave,San Jose,-121.84481,37.358028,Santa Clara
Lucky 766,3270 S White Rd,San Jose,-121.79227,37.315178,Santa Clara
99 Ranch Market 79,10425 S De Anza Blvd,Cupertino,-122.03242,37.316792,Santa Clara
J B Liquor,1096 McLaughlin Ave,San Jose,-121.85384,37.333061,Santa Clara
Whole Foods Market 10320,1146 Blossom Hill Rd,San Jose,-121.87742,37.250443,Santa Clara
Namaste Plaza,10 S Abbott Ave,Milpitas,-121.91396,37.428326,Santa Clara
Cherry Liquor & Groceries,1443 Bird Ave,San Jose,-121.89055,37.306568,Santa Clara
South Bay Natural Foods,8120 Westwood Dr,Gilroy,-121.59372,37.014175,Santa Clara
Baystop,1795 McKee Rd,San Jose,-121.85799,37.360115,Santa Clara
Lee Supermarket Inc.,2889 Senter Rd,San Jose,-121.83853,37.298481,Santa Clara
Chevron 1517,825 E Dunne Ave,Morgan Hill,-121.63701,37.130356,Santa Clara
7 Eleven 23846G,550 Keyes St,San Jose,-121.86689,37.325035,Santa Clara
Lion Market 18,1070 Story Rd,San Jose,-121.85413,37.332275,Santa Clara
FRUITDALE LIQUOR & GROCERY,2169 Fruitdale Ave,San Jose,-121.93098,37.310734,Santa Clara
7-Eleven 14253C,2577 S King Rd,San Jose,-121.8231,37.319401,Santa Clara
Safeway 3251,20620 Homestead Rd,Cupertino,-122.03419,37.337521,Santa Clara
Kaiser San Jose,270 International Cir,San Jose,-121.79957,37.240433,Santa Clara
KUMARS ISLAND MARKET,1440 E Santa Clara St,San Jose,-121.8628,37.349335,Santa Clara
7-ELEVEN #16422 D,370 Leavesley Rd,Gilroy,-121.57004,37.021004,Santa Clara
MEL'S MINI MART & LIQUOR,1500 Kiely Blvd,Santa Clara,-121.97768,37.351414,Santa Clara
SAFEWAY  1990,3970 Rivermark Plz,Santa Clara,-121.94728,37.395367,Santa Clara
Grewal Food & Liqour,601 S 10th St,San Jose,-121.87417,37.331413,Santa Clara
LUNARDI'S MARKET 4,4650 Meridian Ave,San Jose,-121.89848,37.25563,Santa Clara
Quik Stop Market 6086,1100 Lucretia Ave,San Jose,-121.85711,37.329884,Santa Clara
TRADER JOE'S 63,5353 Almaden Expressway,San Jose,-121.87567,37.252262,Santa Clara
TRADER JOE'S  62,5269 Prospect Rd,San Jose,-121.99442,37.292175,Santa Clara
Trader Joes 68,316 W El Camino Real,Sunnyvale,-122.03564,37.368706,Santa Clara
TRADER JOE'S  73,1875 S Bascom Ave,Campbell,-121.93182,37.289539,Santa Clara
TRADER JOE'S  81,590 Showers Dr,Mountain View,-122.10804,37.401245,Santa Clara
TRADER JOE'S 127,2310 Homestead Rd,Los Altos,-122.06747,37.337677,Santa Clara
Lion Food Center 6,471 Saratoga Ave,San Jose,-121.97375,37.318832,Santa Clara
Sunnyvale Grocery Outlet 320,1180 N Fair Oaks way,Sunnyvale,-122.01046,37.405128,Santa Clara
"Nmso, Inc. 68117",1370 Camden Ave,Campbell,-121.94439,37.268932,Santa Clara
Carniceria Rodriguez,2398 University Ave,East Palo Alto,-122.13943,37.471443,Santa Clara
Bharat Bazar 3,1165 Reed Ave,Sunnyvale,-121.99715,37.366886,Santa Clara
Galamart,1193 W El Camino Real,Sunnyvale,-122.05538,37.373707,Santa Clara
Jackson Liquors & Food,150 S Jackson Ave,San Jose,-121.84117,37.35619,Santa Clara
Cardenas 203,235 E Julian St,San Jose,-121.88905,37.342857,Santa Clara
Monterey Liquors,1651 Monterey Hwy,San Jose,-121.86995,37.312241,Santa Clara
Mi Jalisco Market,5210 N First St,Alviso,-121.97401,37.425686,Santa Clara
The Market At North Park,41 Rio Robles E,San Jose,-121.94203,37.406307,Santa Clara
Corner Shop Stop,1684 S 7th St,San Jose,-121.86544,37.314102,Santa Clara
Cardenas 220,727 1st St,Gilroy,-121.58296,37.013477,Santa Clara
Chavez Supermarket 8,646 Blossom Hill Rd,San Jose,-121.84521,37.250465,Santa Clara
Target 2830,2004 El Camino Real,Santa Clara,-121.96095,37.352283,Santa Clara
Target Store T-2581,95 Holger Way,San Jose,-121.95493,37.417427,Santa Clara
7-Eleven 18219 E,951 S Winchester Blvd,San Jose,-121.95011,37.309513,Santa Clara
Anchor Business Ventures Inc 83297,5498 Monterey Hwy,San Jose,-121.80374,37.256599,Santa Clara
LION SUPER,1710 Tully Rd,San Jose,-121.82529,37.322624,Santa Clara
7 Eleven 38411a 38411A,96 S 3rd St,San Jose,-121.88755,37.336018,Santa Clara
HAPPY HOLLOW MARKET,1704 Senter Rd,San Jose,-121.85825,37.318054,Santa Clara
LA MEXICANA BAKERY,1170 E William St,San Jose,-121.86253,37.341167,Santa Clara
7 Eleven 2366 14236C,1555 Los Padres Blvd,Santa Clara,-121.96487,37.351753,Santa Clara
California Food Mart,100 W Hamilton Ave,Campbell,-121.95178,37.294163,Santa Clara
Madrone Market N/A,19120 Monterey Rd,Morgan Hill,-121.67115,37.150249,Santa Clara
SMART & FINAL 530,1783 Hillsdale Ave,San Jose,-121.91567,37.264332,Santa Clara
Quik Stop Market 4093,8400 Church St,Gilroy,-121.57708,37.019405,Santa Clara
Walmart SuperCenter 5435,777 Story Rd,San Jose,-121.85853,37.329563,Santa Clara
Sprouts Farmers Market 406,1028 E Brokaw Rd,San Jose,-121.89948,37.382626,Santa Clara
Quik Stop Market 9069,1105 Leeward Dr,San Jose,-121.83044,37.348225,Santa Clara
7 Eleven Store 18965C,1408 N 1st St,San Jose,-121.90962,37.361969,Santa Clara
COUNTRY SUN NATURAL FOODS,440 S California Ave,Palo Alto,-122.14512,37.426022,Santa Clara
Lucky 723,2175 Grant Rd,Los Altos,-122.07232,37.341747,Santa Clara
Lime Tree Market,812 S Winchester Blvd,San Jose,-121.95,37.31274,Santa Clara
7-eleven 15071D,6059 Cahalan Ave,San Jose,-121.85049,37.239723,Santa Clara
7-ELEVEN 14336 E,77 Newell Rd,Palo Alto,-122.13661,37.456913,Santa Clara
7-Eleven 15440 E,787 S 11th St,San Jose,-121.87146,37.32962,Santa Clara
GURU MARKET 7,300 N 13th St,San Jose,-121.88137,37.346554,Santa Clara
QUIK STOP MARKET 4040,3695 Pearl Ave,San Jose,-121.86949,37.273216,Santa Clara
NOB HILL FOODS  603,451 Vineyard Town Ctr,Morgan Hill,-121.6422,37.110447,Santa Clara
Ahlone Chynoweth Mini Market,5330 Terner Way,San Jose,-121.862,37.25761,Santa Clara
Cardenas 212,320 N Capitol Ave,San Jose,-121.84332,37.37064,Santa Clara
7 Eleven 14321c 14321C,1951 Old Middlefield Way,Mountain View,-122.08962,37.414017,Santa Clara
MOLLIE STONE'S MARKETS,164 S California Ave,Palo Alto,-122.14288,37.428818,Santa Clara
Zanotto's Family Market 1,1970 Naglee Ave,San Jose,-121.93118,37.328445,Santa Clara
SAFEWAY 1483,1530 Hamilton Ave,San Jose,-121.91108,37.294403,Santa Clara
NOB HILL FOODS 606,1602 W Campbell Ave,Campbell,-121.97822,37.285965,Santa Clara
SAFEWAY  919,12876 Saratoga Sunnyvale Rd,Saratoga,-122.03226,37.281044,Santa Clara
THE MILK PAIL DAIRY,2585 California St,Mountain View,-122.10998,37.405445,Santa Clara
7-ELEVEN #14215 G,815 Bing Dr,Santa Clara,-121.9929,37.338566,Santa Clara
"THIEN THANH SUPERMARKET, INC.",1080 S 10th St,San Jose,-121.86894,37.324562,Santa Clara
SAFEWAY 2815,470 N Santa Cruz Ave,Los Gatos,-121.97952,37.231857,Santa Clara
7-ELEVEN 14255 A,1413 Kooser Rd,San Jose,-121.89055,37.246185,Santa Clara
Costco 1267,6898 Raleigh Rd,San Jose,-121.7962,37.245453,Santa Clara
SAFEWAY  1439,785 E El Camino Real,Sunnyvale,-122.01857,37.356594,Santa Clara
SAFEWAY  929,2558 Berryessa Rd,San Jose,-121.85812,37.388683,Santa Clara
NOB HILL FOODS  602,777 1st St,Gilroy,-121.58531,37.013535,Santa Clara
NOB HILL FOODS  604,15710 Los Gatos Blvd,Los Gatos,-121.96097,37.239891,Santa Clara
ROCCA'S MARKET,13335 Monterey Hwy,San Martin,-121.61081,37.085621,Santa Clara
Moffett Field Commissary 1533,67 N Akron Dr,Moffett Field,-122.05835,37.411892,Santa Clara
SAFEWAY  695,6477 Almaden Expy,San Jose,-121.86071,37.220306,Santa Clara
SAFEWAY 1526,3071 Stevens Creek Blvd,Santa Clara,-121.94926,37.32338,Santa Clara
SAFEWAY  700,2760 Homestead Rd,Santa Clara,-121.9745,37.339054,Santa Clara
SAFEWAY 705,570 N Shoreline Blvd,Mountain View,-122.08655,37.390675,Santa Clara
SAFEWAY  1682,2811 Middlefield Rd,Palo Alto,-122.12784,37.432514,Santa Clara
SAFEWAY  763,2605 The Alameda,Santa Clara,-121.9361,37.345684,Santa Clara
SAFEWAY  742,1500 Pollard Rd,Los Gatos,-121.98438,37.264523,Santa Clara
SAFEWAY  767,6150 Bollinger Rd,San Jose,-122.01167,37.310463,Santa Clara
LUNARDI MARKET 3,720 Blossom Hill Rd,Los Gatos,-121.96215,37.235458,Santa Clara
Lucky 765,430 Blossom Hill Rd,San Jose,-121.82951,37.251213,Santa Clara
Lucky 727,1350 S Park Victoria Dr,Milpitas,-121.87514,37.416592,Santa Clara
7-Eleven 14254B,3497 Marten Ave,San Jose,-121.79733,37.350414,Santa Clara
Grocery Outlet of San Jose 168,2300 Monterey Hwy,San Jose,-121.85888,37.30143,Santa Clara
S & S MARKET,1148 S Capitol Ave,San Jose,-121.82624,37.350266,Santa Clara
DAI THANH INC,418 S 2nd St,San Jose,-121.88467,37.3302,Santa Clara
Mexican Brother Market,100 W Alma Ave,San Jose,-121.87534,37.315411,Santa Clara
Lucky 7 Supermarket,1675 Tully Rd,San Jose,-121.82683,37.321884,Santa Clara
Lucky 757,2027 Camden Ave,San Jose,-121.93272,37.261799,Santa Clara
Food Maxx 483,5510 Monterey Hwy,San Jose,-121.80007,37.254467,Santa Clara
OCEAN SUPERMARKET,2 S Park Victoria Dr,Milpitas,-121.88425,37.435604,Santa Clara
SAFEWAY 1196,639 S Bernardo Ave,Sunnyvale,-122.05659,37.37318,Santa Clara
PINK ELEPHANT BAKERY,415 S King Rd,San Jose,-121.84856,37.34544,Santa Clara
Rotten Robbie 7,1051 S De Anza Blvd,San Jose,-122.03242,37.308559,Santa Clara
Rotten Robbie 45,1555 Saratoga Ave,San Jose,-121.99015,37.293533,Santa Clara
TRADER JOE'S  181,15466 Los Gatos Blvd,Los Gatos,-121.9585,37.245106,Santa Clara
WALGREENS 7080,105 E El Camino Real,Sunnyvale,-122.0321,37.367756,Santa Clara
Downtown San Jose Grocery Outlet,272 E Santa Clara St,San Jose,-121.8848,37.338913,Santa Clara
Arteagas Grocers Inc.,2620 Alum Rock Ave,San Jose,-121.83713,37.361401,Santa Clara
Target Store 2605,5630 Corrle Rd,San Jose,-121.86242,37.394199,Santa Clara
Walmart Neighborhood Market 3123,3255 Mission College Blvd,Santa Clara,-121.98547,37.388718,Santa Clara
Rotten Robbie 33,3471 Lafayette St,Santa Clara,-121.95085,37.38335,Santa Clara
Madras Groceries,1187 W El Camino Real,Sunnyvale,-122.05538,37.373707,Santa Clara
As Om Inc.,1718 Ocala Ave,San Jose,-121.83409,37.33139,Santa Clara
Six To Midnite,5562 Monterey Hwy,San Jose,-121.79739,37.252792,Santa Clara
Whole Foods Market 10259,777 The Alameda,San Jose,-121.9052,37.331833,Santa Clara
Milpitas Grocery Outlet,215 W Calaveras Blvd,Milpitas,-121.91017,37.428516,Santa Clara
6 To Late 4,2875 Senter Rd,San Jose,-121.83896,37.298882,Santa Clara
DOLLARTREE 7926,1054 S White Rd,San Jose,-121.81959,37.356655,Santa Clara
Rotten Robbie 43,1304 Piedmont Rd,San Jose,-121.84712,37.400215,Santa Clara
Lucky's Diskount Liquor 1,3290 El Camino Real,Santa Clara,-121.9865,37.352276,Santa Clara
Safeway 2900,5760 Cottle Rd,San Jose,-121.80386,37.247345,Santa Clara
Super Gas & Mart,498 S 4th St,San Jose,-121.88187,37.330284,Santa Clara
Arteagas Food Center,204 Willow St,San Jose,-121.88236,37.318806,Santa Clara
Battambang Oriental Grocery,1091 McCreery Ave,San Jose,-121.8409,37.342316,Santa Clara
Bob's Discount Liquor 9,2036 Agnew Rd,Santa Clara,-121.96022,37.394199,Santa Clara
Middle East Food,26 Washington St,Santa Clara,-121.93825,37.338425,Santa Clara
Sprouts Farmers Market 433,1771 E Capitol Expy,San Jose,-121.80971,37.308529,Santa Clara
Rotten Robbie 02,4200 Williams Rd,San Jose,-121.97786,37.308094,Santa Clara
Prs Foods Inc,1202 Apollo Way,Sunnyvale,-121.99492,37.379124,Santa Clara
7 Eleven Store 2367 34363B,4156 Monterey Hwy,San Jose,-121.83463,37.277569,Santa Clara
Mountain View Farmers Market,600 W Evelyn Ave,Mountain View,-122.07618,37.393951,Santa Clara
Grocery Outlet Of East San Jose 130,331 N Capitol Ave,San Jose,-121.84433,37.371227,Santa Clara
EL BUEN GUSTO BAKERY,436 S King Rd,San Jose,-121.84816,37.345161,Santa Clara
7-Eleven Store 14281D,2170 Fruitdale Ave,San Jose,-121.9309,37.310646,Santa Clara
SAFEWAY 1891,235 Tennant Sta,Morgan Hill,-121.63887,37.114506,Santa Clara
Jacklin Shell 139,990 Jacklin Rd,Milpitas,-121.89272,37.446861,Santa Clara
6 To Late 5,2051 Scott St,San Jose,-121.92811,37.319874,Santa Clara
6 To Late 3,3844 Monterey Hwy,San Jose,-121.83901,37.281872,Santa Clara
R & D Liquor,3120 Alum Rock Ave,San Jose,-121.82753,37.365978,Santa Clara
6 To Late 6,690 S Almaden Ave,San Jose,-121.88593,37.323959,Santa Clara
"Chaparral Supermarket, Inc.",1001 E Santa Clara St,San Jose,-121.87041,37.345779,Santa Clara
7-ELEVEN #29943 A,1430 Fruitdale Ave,San Jose,-121.91607,37.310665,Santa Clara
Safeway 3095,2980 E Capital Expressway,San Jose,-121.81184,37.330196,Santa Clara
Sunnyvale Farmers' Market,Murphy Ave.,Sunnyvale,-122.03016,37.376812,Santa Clara
California Avenue Farmers' Market,California Avenue,Palo Alto,-122.14743,37.423168,Santa Clara
Eastridge Liquors,1855 Tully Rd,San Jose,-121.82465,37.323357,Santa Clara
Nilgiris Cash And Carry,118 S Abel St,Milpitas,-121.90833,37.427937,Santa Clara
La Rica Panaderia 1,233 S White Rd,San Jose,-121.82527,37.362789,Santa Clara
Va Palo Alto,3801 Miranda Ave.,Palo Alto,-122.13911,37.401314,Santa Clara
Campbell Farmers' Market,Campbell Avenue & 2nd Street,Campbell,-121.94603,37.287052,Santa Clara
ZAD Grocery,4481 Stevens Creek Blvd,Santa Clara,-121.98085,37.323147,Santa Clara
Liquor & Food Mart,734 S Fair Oaks Ave,Sunnyvale,-122.02479,37.362301,Santa Clara
OAKWOOD MARKET,2106 Oakwood Dr,Palo Alto,-122.14772,37.464993,Santa Clara
7-Eleven 14299 C,1335 S Bascom Ave,San Jose,-121.93173,37.3008,Santa Clara
7 Eleven 2366- 14333E,2640 California St,Mountain View,-122.11169,37.406345,Santa Clara
Downtown Palo Alto Farmers' Market,601 Gilman St,Palo Alto,-122.15965,37.445717,Santa Clara
International Express Market,5899 Santa Teresa Blvd,San Jose,-121.83079,37.236805,Santa Clara
Tana Ethio Market,1358 S Winchester Blvd,San Jose,-121.94981,37.29969,Santa Clara
Super India,2772 Aborn Rd,San Jose,-121.79257,37.313705,Santa Clara
San Miguel Taqueria Y Carniceria,960 E Santa Clara St,San Jose,-121.8713,37.345291,Santa Clara
7 Eleven Store 22277C,1771 Clear Lake Ave,Milpitas,-121.87241,37.418762,Santa Clara
Starbrite Market 1,893 Delmas Ave,San Jose,-121.89314,37.317211,Santa Clara
Rotten Robbie 4,310 N Whisman Rd,Mountain View,-122.0595,37.397594,Santa Clara
Bascom Liquor And Food,3750 S Bascom Ave,San Jose,-121.9468,37.259811,Santa Clara
Chevron 1765,10023 S de Anza Blvd,Cupertino,-122.03243,37.322521,Santa Clara
Abadir Grocery,1065 Lafayette St,Santa Clara,-121.9437,37.350777,Santa Clara
Rotten Robbie 24,605 S White Rd,San Jose,-121.82237,37.359612,Santa Clara
Grocery Outlet of Palo Alto,3445 Alma St,Palo Alto,-122.12447,37.418667,Santa Clara
Santa Clara Produce Market 1,805 Scott Blvd,Santa Clara,-121.95937,37.343971,Santa Clara
A1 Groceries,143 E Virginia St,San Jose,-121.87869,37.325466,Santa Clara
H & R Liquors 1,900 Lincoln Ave,San Jose,-121.90536,37.314178,Santa Clara
Namaste Plaza,1763 E Capitol Expy,San Jose,-121.8096,37.30867,Santa Clara
Cal Foods Deli,195 S 28th St,San Jose,-121.86198,37.345737,Santa Clara
7 Eleven 25717E,21490 Mcclellan Rd,Cupertino,-122.0501,37.315563,Santa Clara
Clydes Liquor,3963 Snell Ave,San Jose,-121.8412,37.27602,Santa Clara
7-Eleven 16687C,615 S Rengstorff Ave,Mountain View,-122.10146,37.396542,Santa Clara
Baby Nutrition,3117 Alum Rock Ave,San Jose,-121.82758,37.366146,Santa Clara
Target 3224,19499 Stevens Creek Blvd,Cupertino,-122.01137,37.323059,Santa Clara
La Raza Super Market,960 E Santa Clara St,San Jose,-121.8713,37.345295,Santa Clara
Whole Foods Market 10633,2732 Augustine Dr,Santa Clara,-121.97647,37.38232,Santa Clara
